scenario,theta_multiplier,theta_per_m,exchange_coefficient,boundary_layer_depth_m,comparison_hour,final_wind_ms,final_core_moisture,final_central_pressure_hpa,final_rmw_km,delta_wind_ms,delta_core_moisture,delta_central_pressure_hpa,delta_rmw_km
hostile_open_ocean,1.05,7e-07,0.0012599999999999998,1800.0,48.0,18.634992340856904,0.4580811247119918,966.9818399134778,77.13257901209558,-0.4765674551425718,-0.008159538619860685,-0.21564570605471545,1.5594789594709937
hostile_open_ocean,1.06,7.066666666666666e-07,0.001272,1800.0,48.0,18.54273328484824,0.45648487389532594,966.939869755757,77.44120834866354,-0.5688265111512365,-0.009755789436526552,-0.25761586377552703,1.8681082960389546
hostile_open_ocean,1.07,7.133333333333333e-07,0.001284,1800.0,48.0,18.45145015735351,0.4549001915010154,966.8982719680303,77.74877076692786,-0.6601096386459666,-0.011340471830837084,-0.2992136515022139,2.17567071430328
hostile_open_ocean,1.08,7.2e-07,0.001296,1800.0,48.0,18.361125776198698,0.45332694519138184,966.8570408330875,78.05527528616062,-0.7504340198007782,-0.012913718140470654,-0.34044478644500487,2.48217523353604
hostile_open_ocean,1.09,7.266666666666667e-07,0.001308,1800.0,48.0,18.27174338798317,0.4517650044039313,966.8161707592533,78.36073075141086,-0.8398164080163042,-0.014475658927921187,-0.3813148602791898,2.7876306987862733
hostile_open_ocean,1.1,7.333333333333333e-07,0.00132,1800.0,48.0,18.183286654302727,0.45021424033373747,966.7756562768533,78.66514583825997,-0.9282731416967493,-0.01602642299811502,-0.4218293426791888,3.092045785635392
hostile_open_ocean,1.11,7.4e-07,0.001332,1800.0,48.0,18.095739638508736,0.448674525915435,966.7354920347548,78.96852905743005,-1.0158201574907402,-0.017566137416417493,-0.46199358477770147,3.3954290048054645
hostile_open_ocean,1.12,7.466666666666667e-07,0.001344,1800.0,48.0,18.009086792979023,0.4471457358048593,966.6956727970604,79.27088875924733,-1.102473003020453,-0.01909492752699321,-0.5018128224720613,3.6977887066227453
hostile_open_ocean,1.1300000000000001,7.533333333333334e-07,0.001356,1800.0,48.0,17.923312946877797,0.44562774636039015,966.6561934398934,79.57223313796946,-1.188246849121679,-0.020612916971462336,-0.541292179639072,3.99913308534488
hostile_open_ocean,1.1400000000000001,7.6e-07,0.001368,1800.0,48.0,17.838403294382733,0.44412043562403636,966.6170489482984,79.87257023597563,-1.273156501616743,-0.02212022770781613,-0.5804366712341107,4.299470183351048
hostile_open_ocean,1.15,7.666666666666665e-07,0.0013799999999999997,1800.0,48.0,17.754343383358272,0.4426236833022916,966.5782344132504,80.17190794783096,-1.357216412641204,-0.023616980029560863,-0.6192512062821152,4.598807895206377
hostile_open_ocean,1.1600000000000001,7.733333333333334e-07,0.001392,1800.0,48.0,17.67111910445569,0.44113737074681497,966.5397450287517,80.47025402422005,-1.4404406915437846,-0.025103292585037518,-0.6577405907808043,4.897153971595472
hostile_open_ocean,1.17,7.799999999999998e-07,0.0014039999999999999,1800.0,48.0,17.58871668062125,0.4396613809349487,966.5015760890399,80.76761607576447,-1.522843115378226,-0.02657928239690377,-0.6959095304925995,5.194516023139883
hostile_open_ocean,1.1800000000000002,7.866666666666667e-07,0.0014160000000000002,1800.0,48.0,17.5071226569944,0.4381955984501242,966.4637229858844,81.06400157671929,-1.604437139005075,-0.02804506488172831,-0.733762633648098,5.49090152409471
hostile_open_ocean,1.19,7.933333333333332e-07,0.0014279999999999998,1800.0,48.0,17.426323891179337,0.4367399094621698,966.4261812059606,81.35941786855662,-1.6852359048201393,-0.029500753869682705,-0.7713044135718974,5.786317815932037
hostile_open_ocean,1.2000000000000002,8.000000000000001e-07,0.00144,1800.0,48.0,17.34630754387378,0.4352942017075545,966.3889463283178,81.65387216343973,-1.7652522521256948,-0.030946461624297983,-0.808539291214629,6.080772110815147
hostile_open_ocean,1.21,8.066666666666665e-07,0.0014519999999999997,1800.0,48.0,17.267061069839777,0.4338583644695939,966.3520140219438,81.94737154758964,-1.8444987261596992,-0.032382298862258574,-0.8454715975886984,6.374271494965058
hostile_open_ocean,1.2200000000000002,8.133333333333334e-07,0.001464,1800.0,48.0,17.188572209201705,0.4324322885586352,966.3153800433788,82.23992298455096,-1.9229875867977704,-0.0338083747732173,-0.8821055761536627,6.666822931926376
hostile_open_ocean,1.23,8.199999999999999e-07,0.0014759999999999999,1800.0,48.0,17.11082897905798,0.43101586629224764,966.2790402344283,82.5315333183553,-2.000730816941495,-0.03522479703960485,-0.9184453851041781,6.958433265730719
hostile_open_ocean,1.2400000000000002,8.266666666666668e-07,0.0014880000000000002,1800.0,48.0,17.033819665393022,0.42960899147543846,966.2429905199389,82.82220927659066,-2.077740130606454,-0.03663167185641403,-0.9544950995936006,7.249109223966073
