SID,NAME,crossing_time,crossing_lon,crossing_lat,JTWC,JMA,CMA,HKO,KMA,JTWC_minus_CMA_ms,JMA_minus_CMA_ms,CMA_minus_CMA_ms,HKO_minus_CMA_ms,KMA_minus_CMA_ms
2021148N05142,CHOI-WAN,2021-06-01 17:49:34.592902212+00:00,124.04922185491849,11.894209193539002,14.353000000000002,18.005555555555556,16.79146666666667,18.005555555555556,18.035346037682697,-2.438466666666667,1.214088888888888,0.0,1.214088888888888,1.2438793710160283
2021161N18115,KOGUMA,2021-06-11 23:42:48.214444151+00:00,110.05254463478856,18.39044643003844,11.846564675284782,18.005555555555556,18.67256953829969,15.433333333333334,14.91888888888889,-6.826004863014909,-0.6670139827441339,0.0,-3.239236204966357,-3.7536806494108
2021197N17135,IN-FA,2021-07-26 00:45:43.756537866+00:00,121.16189227030736,30.638107729692592,18.83346653095679,25.722222222222225,23.7056,27.96770594726537,28.220759593966548,-4.872133469043209,2.0166222222222245,0.0,4.262105947265368,4.515159593966548
2021198N19117,CEMPAKA,2021-07-20 15:38:05.190576768+00:00,111.69710206998218,21.76057958600356,30.08584134727284,27.75018352003916,25.623819025141852,27.75018352003916,26.409646316487525,4.462022322130988,2.126364494897306,0.0,2.126364494897306,0.7858272913456723
2021214N21110,LUPIT,2021-08-05 07:32:21.738243059+00:00,117.07696858670914,23.60262478227887,20.9157610416464,20.57777777777778,18.766933333333338,19.9178434139567,20.300300985636927,2.148827708313064,1.8108444444444416,0.0,1.1509100806233619,1.533367652303589
2021248N11131,CONSON,2021-09-07 02:26:28.375874338+00:00,123.91519152259087,12.162747701376636,25.340534267558827,23.15,26.6688,25.722222222222225,21.70248785701455,-1.3282657324411744,-3.5188000000000024,0.0,-0.946577777777776,-4.966312142985451
2021248N12141,CHANTHU,2021-09-17 14:38:01.526196241+00:00,132.69739886530573,33.84389595461222,15.695102272417827,23.15,19.562258454884116,19.448676278585477,19.862908112726508,-3.867156182466289,3.5877415451158825,0.0,-0.11358217629863887,0.30064965784239206
2021280N14137,KOMPASU,2021-10-13 07:20:58.623598647+00:00,110.56259558342724,19.05501274445697,23.38358160099239,27.137272260198685,27.53338136979074,31.703130612520248,27.767433923067703,-4.149799768798349,-0.3961091095920537,0.0,4.169749242729509,0.23405255327696395
2021346N05145,RAI,2021-12-16 10:48:32.116505254+00:00,124.55732362456212,10.080148687524323,58.836629439816775,49.893461964026365,51.74327462238408,49.893461964026365,48.039932134609415,7.093354817432697,-1.8498126583577132,0.0,-1.8498126583577132,-3.7033424877746626
2022180N15117,CHABA,2022-07-02 08:46:14.031401305+00:00,111.01529571479062,21.523232499116386,32.56867424298751,31.26010644155915,29.021968850563447,29.875635386724916,31.181418486580657,3.546705392424066,2.238137590995702,0.0,0.8536665361614695,2.159449636017211
2022221N24149,MEARI,2022-08-13 05:30:10.170969345+00:00,138.1254237903894,34.6254237903894,14.55122080306315,20.57777777777778,18.766933333333338,20.57777777777778,20.063333333333336,-4.2157125302701886,1.8108444444444416,0.0,1.8108444444444416,1.2963999999999984
2022232N18131,MA-ON,2022-08-23 03:01:11.071509796+00:00,122.1960515827891,17.502632278140595,26.31383333333334,25.722222222222225,23.7056,25.722222222222225,25.47346350541039,2.608233333333338,2.0166222222222245,0.0,2.0166222222222245,1.7678635054103893
2022247N26147,MUIFA,2022-09-14 16:24:30.354056010+00:00,121.85915683177753,30.855160197815415,32.36726555916803,34.803511353944124,33.3105155030556,32.91360036424952,33.26017802061079,-0.9432499438875652,1.4929958508885264,0.0,-0.3969151388060794,-0.05033748244481018
2022254N24143,NANMADOL,2022-09-18 08:23:21.858431631+00:00,130.62035316267009,31.177881023979523,41.15371490633942,43.2269595263539,41.7863524581199,41.67908412868038,45.38944301875664,-0.6326375517804834,1.4406070682340015,0.0,-0.10726832943952047,3.603090560636737
2022264N17132,NORU,2022-09-25 11:34:21.282662956+00:00,121.4783606051272,15.185752617249596,55.531065044874694,44.09425212296871,50.26753024185496,51.81091878963538,43.616455113043365,5.263534803019731,-6.173278118886252,0.0,1.5433885477804168,-6.651075128811598
2022299N11134,NALGAE,2022-10-28 19:15:56.182249801+00:00,123.58359845487485,13.54218687268335,26.31383333333334,25.722222222222225,26.6688,25.722222222222225,26.751111111111115,-0.35496666666666243,-0.946577777777776,0.0,-0.946577777777776,0.08231111111111389
2023201N13134,DOKSURI,2023-07-25 23:31:08.574470718+00:00,121.41603171786367,18.908015858931854,50.81075811624484,46.71237140949451,52.5873925985355,54.22285237141392,45.08656379426227,-1.7766344822906603,-5.875021189040993,0.0,1.63545977287842,-7.500828804273233
2023218N25145,LAN,2023-08-14 19:33:56.423035560+00:00,135.8173381423661,33.50875640872448,33.38559938798129,30.19545682472615,30.318743770140877,32.09646920500786,31.090103745226937,3.0668556178404103,-0.12328694541472629,0.0,1.77772543486698,0.7713599750860602
2023234N18128,SAOLA,2023-09-02 05:59:06.241653896+00:00,111.9022399310876,21.7,28.723860961611596,25.735025778933046,23.72526626310782,28.320051557866087,24.198094223955124,4.998594698503776,2.009759515825227,0.0,4.5947852947582675,0.4728279608473045
2023239N18144,HAIKUI,2023-09-03 07:14:11.303647747+00:00,121.2320974656448,22.879392112741908,48.26359996123074,32.378727577722614,43.38521285320094,47.28198025547281,38.43040856880063,4.8783871080297985,-11.006485275478326,0.0,3.8967674022718697,-4.954804284400311
2023271N14144,KOINU,2023-10-04 23:30:28.454948861+00:00,120.84100798729486,21.99179840254103,53.02005842776211,41.57748218038935,46.45616442779258,46.510963312416905,39.56189706509495,6.56389399996953,-4.878682247403226,0.0,0.054798884624325694,-6.894267362697626
2024201N12133,GAEMI,2024-07-24 13:52:49.346236216+00:00,121.60598130227476,23.94473522499252,49.62888807011054,32.63276561024477,46.35730997166995,50.63832116580033,41.27863746458745,3.2715780984405924,-13.724544361425181,0.0,4.281011194130379,-5.078672507082501
2024218N23143,MARIA,2024-08-11 23:51:08.677722211+00:00,141.72213842824118,38.98278122247908,21.588343122323273,23.213272174541153,21.778726363380937,28.231172269903297,24.242161063430043,-0.19038324105766335,1.4345458111602163,0.0,6.45244590652236,2.463434700049106
2024233N15148,SHANSHAN,2024-08-28 23:14:15.884893657+00:00,130.1745915267931,31.9983661071725,36.4903130265638,39.23689572748795,36.55420258537741,36.664673505265725,39.81669641134785,-0.06388955881361369,2.682693142110537,0.0,0.11047091988831426,3.262493825970438
2024244N09137,YAGI,2024-09-01 11:57:08.394568525+00:00,124.4071502263114,13.793644243278733,16.726161629954092,18.005555555555556,14.322133333333335,17.9851200322087,17.981032927539328,2.4040282966207567,3.6834222222222213,0.0,3.6629866988753665,3.6588995942059928
2024253N11148,BEBINCA,2024-09-15 23:22:54.679087800+00:00,121.94423376282776,30.869092765108338,33.49033333333334,33.70388981027479,40.0032,41.15555555555556,32.425557398327356,-6.51286666666666,-6.299310189725212,0.0,1.152355555555559,-7.577642601672643
2024259N12145,PULASAN,2024-09-19 13:32:07.373132294+00:00,121.81851340529984,30.853538142563742,14.353000000000002,18.005555555555556,20.97185962659187,22.49177629623137,18.005555555555556,-6.618859626591867,-2.966304071036312,0.0,1.5199166696395032,-2.966304071036312
2024270N24128,KRATHON,2024-10-03 04:50:16.066898010+00:00,120.32251975737056,22.561259878685288,33.953697467691754,26.22046322690869,36.05226666666667,34.43537089826182,29.40677809451265,-2.0985691989749142,-9.831803439757977,0.0,-1.616895768404845,-6.645488572154019
