SID,NAME,crossing_time,crossing_lon,crossing_lat,JTWC,JMA,CMA,HKO,KMA,JTWC_minus_CMA_ms,JMA_minus_CMA_ms,CMA_minus_CMA_ms,HKO_minus_CMA_ms,KMA_minus_CMA_ms,truth_10min_ms,truth_source_id,truth_station_id,truth_observation_time_utc,JTWC_error_ms,JMA_error_ms,CMA_error_ms,HKO_error_ms,KMA_error_ms
2015211N13162,SOUDELOR,2015-08-07 21:46:29.519315939+00:00,121.59336893956004,23.88874332383249,46.3383150405735,39.826803041893164,42.93365140284062,45.63562374316881,44.548825509107054,3.404663637732881,-3.1068483609474526,0.0,2.70197234032819,1.615174106266437,36.1,CWA_CODIS,467060,2015-08-07T21:00:00+00:00,10.238315040573497,3.726803041893163,6.833651402840616,9.535623743168806,8.448825509107053
2015263N14148,DUJUAN,2015-09-28 10:11:14.533429482+00:00,121.6437888808764,24.139579013235952,50.73407474341453,44.022900502840955,42.35452047616454,51.20346529486835,43.390406968371245,8.379554267249993,1.6683800266764166,0.0,8.848944818703814,1.035886492206707,40.4,CWA_CODIS,467060,2015-09-28T10:00:00+00:00,10.334074743414533,3.622900502840956,1.9545204761645394,10.803465294868353,2.9904069683712464
2017206N13129,NESAT,2017-07-29 11:39:10.886742894+00:00,121.85204638571275,24.5306048190497,38.41300403224718,41.15555555555556,36.16650655566218,38.732083188796246,32.074055382111055,2.2464974765849988,4.989048999893377,0.0,2.5655766331340644,-4.092451173551126,29.7,CWA_CODIS,467080,2017-07-29T12:00:00+00:00,8.71300403224718,11.45555555555556,6.466506555662182,9.032083188796246,2.374055382111056
2023239N18144,HAIKUI,2023-09-03 07:14:11.303647747+00:00,121.2320974656448,22.879392112741908,48.26359996123074,32.378727577722614,43.38521285320094,47.28198025547281,38.43040856880063,4.8783871080297985,-11.006485275478326,0.0,3.8967674022718697,-4.954804284400311,27.0,CWA_CODIS,467610,2023-09-03T07:00:00+00:00,21.26359996123074,5.378727577722614,16.38521285320094,20.28198025547281,11.43040856880063
